DATE (MM/DD/YYYY),HOUR-MST,Avg Temperature @ 2m [deg C]
5/1/2008,0,6.6330
5/1/2008,1,4.9729
5/1/2008,2,4.6105
5/1/2008,3,3.7946
5/1/2008,4,4.0528
5/1/2008,5,3.7575
5/1/2008,6,3.2675
5/1/2008,7,0.8203
5/1/2008,8,-0.3087
5/1/2008,9,-0.2566
5/1/2008,10,-0.4090
5/1/2008,11,-0.3236
5/1/2008,12,-0.1860
5/1/2008,13,0.9309
5/1/2008,14,1.8000
5/1/2008,15,2.3257
5/1/2008,16,3.6248
5/1/2008,17,4.2104
5/1/2008,18,3.2744
5/1/2008,19,1.0248
5/1/2008,20,0.5659
5/1/2008,21,1.0049
5/1/2008,22,2.0273
5/1/2008,23,1.7804
5/2/2008,0,1.2863
5/2/2008,1,1.3902
5/2/2008,2,1.5147
5/2/2008,3,1.5543
5/2/2008,4,1.4633
5/2/2008,5,2.0019
5/2/2008,6,1.6571
5/2/2008,7,2.2844
5/2/2008,8,3.3456
5/2/2008,9,4.4968
5/2/2008,10,4.1460
5/2/2008,11,4.1395
5/2/2008,12,5.0806
5/2/2008,13,5.9477
5/2/2008,14,6.7055
5/2/2008,15,6.2730
5/2/2008,16,5.7216
5/2/2008,17,4.8752
5/2/2008,18,4.4980
5/2/2008,19,2.3715
5/2/2008,20,0.6956
5/2/2008,21,-0.5448
5/2/2008,22,-0.6997
5/2/2008,23,-0.4917
5/3/2008,0,-0.9103
5/3/2008,1,-2.1531
5/3/2008,2,-1.7247
5/3/2008,3,-0.9053
5/3/2008,4,-1.2202
5/3/2008,5,-1.8202
5/3/2008,6,-1.2173
5/3/2008,7,1.6045
5/3/2008,8,2.7726
5/3/2008,9,4.4012
5/3/2008,10,6.5248
5/3/2008,11,7.9996
5/3/2008,12,9.3978
5/3/2008,13,10.4354
5/3/2008,14,11.1657
5/3/2008,15,11.9311
5/3/2008,16,11.8319
5/3/2008,17,12.1455
5/3/2008,18,11.5000
5/3/2008,19,9.5891
5/3/2008,20,8.1879
5/3/2008,21,7.1056
5/3/2008,22,6.9134
5/3/2008,23,6.4512
5/4/2008,0,5.9594
5/4/2008,1,6.3236
5/4/2008,2,7.3742
5/4/2008,3,7.3107
5/4/2008,4,7.1872
5/4/2008,5,7.2253
5/4/2008,6,6.9445
5/4/2008,7,7.7825
5/4/2008,8,9.7206
5/4/2008,9,11.9208
5/4/2008,10,13.4247
5/4/2008,11,13.9881
5/4/2008,12,15.5593
5/4/2008,13,16.0355
5/4/2008,14,15.9479
5/4/2008,15,15.9487
5/4/2008,16,16.3016
5/4/2008,17,16.3341
5/4/2008,18,15.2109
5/4/2008,19,14.3022
5/4/2008,20,12.4269
5/4/2008,21,12.5155
5/4/2008,22,11.5195
5/4/2008,23,10.2493
5/5/2008,0,10.3151
5/5/2008,1,8.6634
5/5/2008,2,8.3263
5/5/2008,3,7.0024
5/5/2008,4,6.0147
5/5/2008,5,5.6400
5/5/2008,6,6.0197
5/5/2008,7,9.5483
5/5/2008,8,12.6292
5/5/2008,9,14.1834
5/5/2008,10,15.8355
5/5/2008,11,17.3622
5/5/2008,12,18.7811
5/5/2008,13,19.9819
5/5/2008,14,20.6989
5/5/2008,15,20.6064
5/5/2008,16,21.0281
5/5/2008,17,20.5682
5/5/2008,18,19.5191
5/5/2008,19,18.4234
5/5/2008,20,16.3997
5/5/2008,21,15.9208
5/5/2008,22,13.5334
5/5/2008,23,12.4961
5/6/2008,0,11.8509
5/6/2008,1,12.0222
5/6/2008,2,12.3065
5/6/2008,3,10.8836
5/6/2008,4,10.6346
5/6/2008,5,8.7825
5/6/2008,6,9.3295
5/6/2008,7,13.4251
5/6/2008,8,16.8446
5/6/2008,9,18.7962
5/6/2008,10,20.0018
5/6/2008,11,20.5962
5/6/2008,12,21.2651
5/6/2008,13,21.9365
5/6/2008,14,21.3404
5/6/2008,15,20.5186
5/6/2008,16,20.0515
5/6/2008,17,19.3074
5/6/2008,18,18.3548
5/6/2008,19,16.5110
5/6/2008,20,15.4554
5/6/2008,21,14.7534
5/6/2008,22,13.5156
5/6/2008,23,12.4517
5/7/2008,0,11.2486
5/7/2008,1,11.6496
5/7/2008,2,9.9100
5/7/2008,3,8.9314
5/7/2008,4,9.0353
5/7/2008,5,6.9791
5/7/2008,6,6.8101
5/7/2008,7,7.0296
5/7/2008,8,7.4954
5/7/2008,9,7.8962
5/7/2008,10,8.9673
5/7/2008,11,10.6459
5/7/2008,12,13.1855
5/7/2008,13,14.5430
5/7/2008,14,15.2555
5/7/2008,15,14.8750
5/7/2008,16,14.9921
5/7/2008,17,12.6863
5/7/2008,18,13.1075
5/7/2008,19,12.7840
5/7/2008,20,12.1234
5/7/2008,21,12.6259
5/7/2008,22,12.4810
5/7/2008,23,11.3059
5/8/2008,0,9.7203
5/8/2008,1,8.7287
5/8/2008,2,8.7016
5/8/2008,3,9.2033
5/8/2008,4,7.5480
5/8/2008,5,6.9463
5/8/2008,6,9.2496
5/8/2008,7,11.0989
5/8/2008,8,10.8154
5/8/2008,9,11.7061
5/8/2008,10,12.2448
5/8/2008,11,13.5317
5/8/2008,12,14.8059
5/8/2008,13,13.8825
5/8/2008,14,15.1409
5/8/2008,15,13.2059
5/8/2008,16,12.8784
5/8/2008,17,13.4766
5/8/2008,18,13.1660
5/8/2008,19,12.0889
5/8/2008,20,9.9123
5/8/2008,21,8.2012
5/8/2008,22,7.4042
5/8/2008,23,6.8219
5/9/2008,0,6.1571
5/9/2008,1,5.4310
5/9/2008,2,5.3355
5/9/2008,3,4.7222
5/9/2008,4,4.4506
5/9/2008,5,3.6184
5/9/2008,6,4.8627
5/9/2008,7,9.0067
5/9/2008,8,11.9532
5/9/2008,9,12.8511
5/9/2008,10,14.2974
5/9/2008,11,15.7619
5/9/2008,12,17.6924
5/9/2008,13,19.1791
5/9/2008,14,19.4216
5/9/2008,15,20.2703
5/9/2008,16,20.2627
5/9/2008,17,18.8458
5/9/2008,18,17.8718
5/9/2008,19,16.5522
5/9/2008,20,13.4270
5/9/2008,21,10.0985
5/9/2008,22,8.5074
5/9/2008,23,7.9864
5/10/2008,0,6.3807
5/10/2008,1,5.7273
5/10/2008,2,5.7869
5/10/2008,3,4.8906
5/10/2008,4,4.7803
5/10/2008,5,5.1344
5/10/2008,6,5.3226
5/10/2008,7,5.3328
5/10/2008,8,5.9643
5/10/2008,9,5.5687
5/10/2008,10,6.2189
5/10/2008,11,6.5306
5/10/2008,12,7.5451
5/10/2008,13,7.5553
5/10/2008,14,8.4799
5/10/2008,15,9.3478
5/10/2008,16,9.1585
5/10/2008,17,8.9947
5/10/2008,18,9.0906
5/10/2008,19,8.2016
5/10/2008,20,7.6915
5/10/2008,21,7.8351
5/10/2008,22,5.9134
5/10/2008,23,3.5500
5/11/2008,0,2.1815
5/11/2008,1,1.0139
5/11/2008,2,0.6124
5/11/2008,3,0.0482
5/11/2008,4,1.9365
5/11/2008,5,6.5807
5/11/2008,6,6.0224
5/11/2008,7,10.2157
5/11/2008,8,10.5774
5/11/2008,9,13.7635
5/11/2008,10,17.0155
5/11/2008,11,18.1357
5/11/2008,12,18.9509
5/11/2008,13,19.2666
5/11/2008,14,20.2177
5/11/2008,15,21.1648
5/11/2008,16,21.4418
5/11/2008,17,21.6741
5/11/2008,18,20.8683
5/11/2008,19,18.3288
5/11/2008,20,15.4170
5/11/2008,21,14.6983
5/11/2008,22,14.0039
5/11/2008,23,13.5653
5/12/2008,0,12.8988
5/12/2008,1,12.4552
5/12/2008,2,12.3739
5/12/2008,3,11.6416
5/12/2008,4,11.4916
5/12/2008,5,12.5616
5/12/2008,6,12.4624
5/12/2008,7,15.7559
5/12/2008,8,18.5623
5/12/2008,9,19.9062
5/12/2008,10,20.9416
5/12/2008,11,21.9330
5/12/2008,12,22.2630
5/12/2008,13,23.2647
5/12/2008,14,22.2187
5/12/2008,15,16.8404
5/12/2008,16,15.5115
5/12/2008,17,13.1052
5/12/2008,18,11.0374
5/12/2008,19,7.0643
5/12/2008,20,4.6084
5/12/2008,21,3.2154
5/12/2008,22,2.8736
5/12/2008,23,2.4095
5/13/2008,0,1.6543
5/13/2008,1,0.6813
5/13/2008,2,0.7407
5/13/2008,3,0.5426
5/13/2008,4,0.5043
5/13/2008,5,0.8463
5/13/2008,6,0.6624
5/13/2008,7,0.0063
5/13/2008,8,0.2027
5/13/2008,9,0.5758
5/13/2008,10,1.6885
5/13/2008,11,2.1311
5/13/2008,12,2.1230
5/13/2008,13,3.6064
5/13/2008,14,4.7765
5/13/2008,15,5.6143
5/13/2008,16,7.6956
5/13/2008,17,7.9296
5/13/2008,18,7.7950
5/13/2008,19,6.5477
5/13/2008,20,5.4059
5/13/2008,21,4.7993
5/13/2008,22,3.7147
5/13/2008,23,3.5457
5/14/2008,0,3.3284
5/14/2008,1,3.1750
5/14/2008,2,3.8412
5/14/2008,3,4.0192
5/14/2008,4,4.5463
5/14/2008,5,7.3209
5/14/2008,6,7.9160
5/14/2008,7,8.5573
5/14/2008,8,9.9288
5/14/2008,9,11.4783
5/14/2008,10,12.3989
5/14/2008,11,13.4422
5/14/2008,12,14.2497
5/14/2008,13,15.1309
5/14/2008,14,13.8774
5/14/2008,15,14.2780
5/14/2008,16,13.5022
5/14/2008,17,12.3179
5/14/2008,18,11.8331
5/14/2008,19,11.2298
5/14/2008,20,9.0622
5/14/2008,21,8.5230
5/14/2008,22,8.3257
5/14/2008,23,4.4172
5/15/2008,0,4.9856
5/15/2008,1,4.8779
5/15/2008,2,4.2522
5/15/2008,3,4.2659
5/15/2008,4,4.7713
5/15/2008,5,4.7400
5/15/2008,6,4.4851
5/15/2008,7,5.3526
5/15/2008,8,6.1388
5/15/2008,9,6.0812
5/15/2008,10,7.3127
5/15/2008,11,8.5335
5/15/2008,12,8.9201
5/15/2008,13,9.4331
5/15/2008,14,10.2819
5/15/2008,15,11.2794
5/15/2008,16,11.5802
5/15/2008,17,10.9383
5/15/2008,18,10.6062
5/15/2008,19,9.8314
5/15/2008,20,8.1196
5/15/2008,21,7.0967
5/15/2008,22,6.4052
5/15/2008,23,6.6171
5/16/2008,0,6.4318
5/16/2008,1,6.1208
5/16/2008,2,6.2164
5/16/2008,3,7.6059
5/16/2008,4,8.5458
5/16/2008,5,8.9014
5/16/2008,6,8.5064
5/16/2008,7,8.7709
5/16/2008,8,9.9918
5/16/2008,9,11.7729
5/16/2008,10,13.6766
5/16/2008,11,14.7378
5/16/2008,12,15.9616
5/16/2008,13,16.8478
5/16/2008,14,17.8226
5/16/2008,15,18.4021
5/16/2008,16,18.3682
5/16/2008,17,18.5798
5/16/2008,18,17.8924
5/16/2008,19,17.7425
5/16/2008,20,15.4822
5/16/2008,21,14.4127
5/16/2008,22,13.8340
5/16/2008,23,14.6570
5/17/2008,0,14.5644
5/17/2008,1,14.1995
5/17/2008,2,13.4647
5/17/2008,3,13.0971
5/17/2008,4,11.6309
5/17/2008,5,11.4087
5/17/2008,6,11.5864
5/17/2008,7,13.4986
5/17/2008,8,15.5113
5/17/2008,9,15.7428
5/17/2008,10,16.5467
5/17/2008,11,17.7057
5/17/2008,12,18.3028
5/17/2008,13,19.2899
5/17/2008,14,20.4096
5/17/2008,15,21.2039
5/17/2008,16,21.3901
5/17/2008,17,21.5992
5/17/2008,18,20.1902
5/17/2008,19,17.7058
5/17/2008,20,16.5986
5/17/2008,21,16.1682
5/17/2008,22,15.7521
5/17/2008,23,14.9582
5/18/2008,0,13.5229
5/18/2008,1,13.2357
5/18/2008,2,13.3419
5/18/2008,3,12.9299
5/18/2008,4,12.3495
5/18/2008,5,12.5617
5/18/2008,6,14.6158
5/18/2008,7,17.2976
5/18/2008,8,20.5101
5/18/2008,9,22.0709
5/18/2008,10,22.6779
5/18/2008,11,23.4478
5/18/2008,12,24.1309
5/18/2008,13,24.3067
5/18/2008,14,25.2064
5/18/2008,15,25.2218
5/18/2008,16,23.7318
5/18/2008,17,23.6970
5/18/2008,18,23.3470
5/18/2008,19,22.8343
5/18/2008,20,21.8281
5/18/2008,21,20.8609
5/18/2008,22,20.7938
5/18/2008,23,19.8330
5/19/2008,0,18.8274
5/19/2008,1,18.6630
5/19/2008,2,17.5362
5/19/2008,3,17.6485
5/19/2008,4,18.5485
5/19/2008,5,18.0743
5/19/2008,6,17.1242
5/19/2008,7,20.4596
5/19/2008,8,20.0011
5/19/2008,9,20.8088
5/19/2008,10,21.8723
5/19/2008,11,22.4917
5/19/2008,12,23.6027
5/19/2008,13,23.5063
5/19/2008,14,24.5054
5/19/2008,15,24.1720
5/19/2008,16,25.2577
5/19/2008,17,24.9422
5/19/2008,18,22.8748
5/19/2008,19,21.7967
5/19/2008,20,19.6891
5/19/2008,21,19.0256
5/19/2008,22,16.9324
5/19/2008,23,15.1205
5/20/2008,0,13.7721
5/20/2008,1,13.1762
5/20/2008,2,12.5246
5/20/2008,3,10.8625
5/20/2008,4,10.3480
5/20/2008,5,10.2343
5/20/2008,6,10.6430
5/20/2008,7,14.2008
5/20/2008,8,16.0286
5/20/2008,9,15.9609
5/20/2008,10,17.6464
5/20/2008,11,19.3218
5/20/2008,12,21.1483
5/20/2008,13,22.6570
5/20/2008,14,23.7980
5/20/2008,15,24.5510
5/20/2008,16,24.6172
5/20/2008,17,24.9661
5/20/2008,18,24.6103
5/20/2008,19,21.5150
5/20/2008,20,19.6151
5/20/2008,21,19.2578
5/20/2008,22,18.9268
5/20/2008,23,18.6245
5/21/2008,0,16.8402
5/21/2008,1,16.8091
5/21/2008,2,16.0701
5/21/2008,3,14.9913
5/21/2008,4,14.4323
5/21/2008,5,14.4790
5/21/2008,6,16.1463
5/21/2008,7,15.6903
5/21/2008,8,14.9836
5/21/2008,9,14.9377
5/21/2008,10,16.0727
5/21/2008,11,18.6834
5/21/2008,12,20.2179
5/21/2008,13,21.5418
5/21/2008,14,22.7939
5/21/2008,15,22.8855
5/21/2008,16,23.1455
5/21/2008,17,25.0050
5/21/2008,18,24.8936
5/21/2008,19,22.7276
5/21/2008,20,21.5267
5/21/2008,21,21.4426
5/21/2008,22,19.8553
5/21/2008,23,16.9730
5/22/2008,0,14.6687
5/22/2008,1,13.5063
5/22/2008,2,13.3435
5/22/2008,3,11.3583
5/22/2008,4,10.9046
5/22/2008,5,11.5089
5/22/2008,6,11.6983
5/22/2008,7,11.7464
5/22/2008,8,11.2419
5/22/2008,9,12.3386
5/22/2008,10,13.9154
5/22/2008,11,13.4987
5/22/2008,12,13.3323
5/22/2008,13,16.4556
5/22/2008,14,17.8138
5/22/2008,15,17.2007
5/22/2008,16,15.4577
5/22/2008,17,15.9470
5/22/2008,18,14.5156
5/22/2008,19,10.7009
5/22/2008,20,10.8554
5/22/2008,21,10.8513
5/22/2008,22,9.7719
5/22/2008,23,7.6626
5/23/2008,0,5.9382
5/23/2008,1,5.9825
5/23/2008,2,5.1641
5/23/2008,3,5.0641
5/23/2008,4,5.7441
5/23/2008,5,5.6486
5/23/2008,6,6.2581
5/23/2008,7,8.5873
5/23/2008,8,9.8956
5/23/2008,9,11.4873
5/23/2008,10,13.7063
5/23/2008,11,15.9193
5/23/2008,12,17.1805
5/23/2008,13,18.4665
5/23/2008,14,18.1663
5/23/2008,15,16.1784
5/23/2008,16,16.0154
5/23/2008,17,15.3595
5/23/2008,18,14.0469
5/23/2008,19,13.5418
5/23/2008,20,11.4641
5/23/2008,21,11.2210
5/23/2008,22,11.1673
5/23/2008,23,10.0941
5/24/2008,0,9.8110
5/24/2008,1,9.7523
5/24/2008,2,9.7737
5/24/2008,3,9.4285
5/24/2008,4,9.2563
5/24/2008,5,8.5200
5/24/2008,6,9.3998
5/24/2008,7,9.4815
5/24/2008,8,11.4552
5/24/2008,9,12.2152
5/24/2008,10,13.4841
5/24/2008,11,14.5435
5/24/2008,12,15.6578
5/24/2008,13,17.3207
5/24/2008,14,18.3361
5/24/2008,15,18.5836
5/24/2008,16,17.3356
5/24/2008,17,16.7871
5/24/2008,18,16.3421
5/24/2008,19,16.1717
5/24/2008,20,14.7583
5/24/2008,21,13.8116
5/24/2008,22,13.2740
5/24/2008,23,12.9555
5/25/2008,0,12.4299
5/25/2008,1,11.7612
5/25/2008,2,10.7779
5/25/2008,3,8.5334
5/25/2008,4,8.8958
5/25/2008,5,7.6002
5/25/2008,6,9.2091
5/25/2008,7,13.1049
5/25/2008,8,14.4627
5/25/2008,9,15.5071
5/25/2008,10,16.4903
5/25/2008,11,17.4779
5/25/2008,12,18.6185
5/25/2008,13,19.4285
5/25/2008,14,19.0879
5/25/2008,15,19.8450
5/25/2008,16,19.1467
5/25/2008,17,18.9403
5/25/2008,18,18.4555
5/25/2008,19,17.7240
5/25/2008,20,17.1485
5/25/2008,21,16.5909
5/25/2008,22,14.8844
5/25/2008,23,13.9038
5/26/2008,0,13.0540
5/26/2008,1,11.4770
5/26/2008,2,9.6118
5/26/2008,3,9.9242
5/26/2008,4,9.4200
5/26/2008,5,8.3666
5/26/2008,6,8.4698
5/26/2008,7,8.8024
5/26/2008,8,8.8915
5/26/2008,9,9.1053
5/26/2008,10,9.0200
5/26/2008,11,8.9521
5/26/2008,12,8.8457
5/26/2008,13,8.5362
5/26/2008,14,8.2244
5/26/2008,15,8.1243
5/26/2008,16,7.9661
5/26/2008,17,7.6279
5/26/2008,18,7.5265
5/26/2008,19,7.5309
5/26/2008,20,7.0816
5/26/2008,21,7.1060
5/26/2008,22,7.2338
5/26/2008,23,7.3138
5/27/2008,0,7.2596
5/27/2008,1,6.8841
5/27/2008,2,4.9908
5/27/2008,3,4.3345
5/27/2008,4,4.0585
5/27/2008,5,3.9758
5/27/2008,6,4.1971
5/27/2008,7,4.6065
5/27/2008,8,5.8094
5/27/2008,9,6.2580
5/27/2008,10,6.6997
5/27/2008,11,6.4489
5/27/2008,12,6.9832
5/27/2008,13,7.6650
5/27/2008,14,8.3143
5/27/2008,15,9.3526
5/27/2008,16,8.7339
5/27/2008,17,8.9251
5/27/2008,18,8.5858
5/27/2008,19,7.9473
5/27/2008,20,8.0539
5/27/2008,21,8.0776
5/27/2008,22,8.2576
5/27/2008,23,8.1819
5/28/2008,0,7.6906
5/28/2008,1,7.3767
5/28/2008,2,7.1552
5/28/2008,3,6.8491
5/28/2008,4,6.6876
5/28/2008,5,6.5339
5/28/2008,6,6.5112
5/28/2008,7,6.7837
5/28/2008,8,7.2140
5/28/2008,9,8.5827
5/28/2008,10,10.5090
5/28/2008,11,12.7252
5/28/2008,12,14.4984
5/28/2008,13,16.7743
5/28/2008,14,18.3132
5/28/2008,15,18.3709
5/28/2008,16,18.6257
5/28/2008,17,17.0554
5/28/2008,18,16.6826
5/28/2008,19,15.7351
5/28/2008,20,15.3631
5/28/2008,21,14.9200
5/28/2008,22,13.5585
5/28/2008,23,12.8402
5/29/2008,0,12.5186
5/29/2008,1,11.2559
5/29/2008,2,9.8876
5/29/2008,3,9.3448
5/29/2008,4,8.8016
5/29/2008,5,7.4813
5/29/2008,6,8.0451
5/29/2008,7,8.9945
5/29/2008,8,10.8854
5/29/2008,9,14.5431
5/29/2008,10,17.2513
5/29/2008,11,19.5680
5/29/2008,12,21.0466
5/29/2008,13,23.7448
5/29/2008,14,24.3942
5/29/2008,15,24.5103
5/29/2008,16,24.3550
5/29/2008,17,23.7170
5/29/2008,18,22.7569
5/29/2008,19,21.2079
5/29/2008,20,19.8000
5/29/2008,21,19.0985
5/29/2008,22,18.1018
5/29/2008,23,16.9603
5/30/2008,0,13.5588
5/30/2008,1,11.9287
5/30/2008,2,10.6806
5/30/2008,3,10.0461
5/30/2008,4,9.9888
5/30/2008,5,10.4934
5/30/2008,6,12.2354
5/30/2008,7,14.6145
5/30/2008,8,16.0337
5/30/2008,9,17.2786
5/30/2008,10,19.3182
5/30/2008,11,20.7926
5/30/2008,12,21.3815
5/30/2008,13,21.7655
5/30/2008,14,22.2541
5/30/2008,15,21.7537
5/30/2008,16,22.4608
5/30/2008,17,21.0193
5/30/2008,18,19.6307
5/30/2008,19,18.3705
5/30/2008,20,17.3592
5/30/2008,21,16.4806
5/30/2008,22,15.9677
5/30/2008,23,15.1873
5/31/2008,0,14.8577
5/31/2008,1,14.3934
5/31/2008,2,14.0175
5/31/2008,3,13.4411
5/31/2008,4,12.4394
5/31/2008,5,10.7337
5/31/2008,6,11.2382
5/31/2008,7,14.6498
5/31/2008,8,16.2428
5/31/2008,9,17.2141
5/31/2008,10,18.4927
5/31/2008,11,19.7414
5/31/2008,12,21.1242
5/31/2008,13,22.3180
5/31/2008,14,23.2243
5/31/2008,15,23.1192
5/31/2008,16,23.3093
5/31/2008,17,23.2563
5/31/2008,18,20.8086
5/31/2008,19,19.4737
5/31/2008,20,18.5679
5/31/2008,21,16.9644
5/31/2008,22,16.0498
5/31/2008,23,14.5029
6/1/2008,0,13.6578
6/1/2008,1,12.8607
6/1/2008,2,12.7631
6/1/2008,3,11.1426
6/1/2008,4,10.6513
6/1/2008,5,9.7069
6/1/2008,6,10.6035
6/1/2008,7,13.3679
6/1/2008,8,15.2813
6/1/2008,9,17.0415
6/1/2008,10,18.4780
6/1/2008,11,19.5694
6/1/2008,12,20.7728
6/1/2008,13,22.6538
6/1/2008,14,24.4070
6/1/2008,15,24.5959
6/1/2008,16,24.9607
6/1/2008,17,24.8643
6/1/2008,18,25.0226
6/1/2008,19,23.4174
6/1/2008,20,20.2360
6/1/2008,21,19.9827
6/1/2008,22,19.0777
6/1/2008,23,18.2297
6/2/2008,0,18.0025
6/2/2008,1,17.5626
6/2/2008,2,17.7720
6/2/2008,3,18.2582
6/2/2008,4,16.3121
6/2/2008,5,14.9893
6/2/2008,6,15.8380
6/2/2008,7,19.2049
6/2/2008,8,21.7817
6/2/2008,9,23.1306
6/2/2008,10,24.7974
6/2/2008,11,24.2350
6/2/2008,12,23.2437
6/2/2008,13,23.7740
6/2/2008,14,25.0590
6/2/2008,15,25.8689
6/2/2008,16,26.4611
6/2/2008,17,25.2285
6/2/2008,18,24.4350
6/2/2008,19,23.8463
6/2/2008,20,21.9748
6/2/2008,21,20.1149
6/2/2008,22,18.5621
6/2/2008,23,16.7767
6/3/2008,0,15.5170
6/3/2008,1,14.4493
6/3/2008,2,13.8269
6/3/2008,3,13.9347
6/3/2008,4,13.6697
6/3/2008,5,12.4501
6/3/2008,6,13.0233
6/3/2008,7,15.9763
6/3/2008,8,18.6061
6/3/2008,9,19.7807
6/3/2008,10,20.0240
6/3/2008,11,20.2105
6/3/2008,12,20.6946
6/3/2008,13,22.8901
6/3/2008,14,22.9784
6/3/2008,15,24.7491
6/3/2008,16,23.1205
6/3/2008,17,21.1272
6/3/2008,18,19.3189
6/3/2008,19,17.1458
6/3/2008,20,16.6091
6/3/2008,21,15.5920
6/3/2008,22,13.5885
6/3/2008,23,12.6258
6/4/2008,0,12.6576
6/4/2008,1,12.2430
6/4/2008,2,11.8447
6/4/2008,3,11.8926
6/4/2008,4,10.7731
6/4/2008,5,9.8650
6/4/2008,6,9.7101
6/4/2008,7,10.6631
6/4/2008,8,11.4490
6/4/2008,9,12.3824
6/4/2008,10,13.5461
6/4/2008,11,14.2135
6/4/2008,12,14.3428
6/4/2008,13,14.2837
6/4/2008,14,14.6654
6/4/2008,15,14.7325
6/4/2008,16,15.2530
6/4/2008,17,15.0088
6/4/2008,18,12.6222
6/4/2008,19,11.7669
6/4/2008,20,10.8162
6/4/2008,21,10.0767
6/4/2008,22,9.6690
6/4/2008,23,9.1245
6/5/2008,0,8.9963
6/5/2008,1,8.7131
6/5/2008,2,8.2877
6/5/2008,3,7.5962
6/5/2008,4,7.3487
6/5/2008,5,7.3639
6/5/2008,6,7.3017
6/5/2008,7,6.8321
6/5/2008,8,7.3185
6/5/2008,9,7.9416
6/5/2008,10,8.0993
6/5/2008,11,8.4944
6/5/2008,12,8.5615
6/5/2008,13,8.5462
6/5/2008,14,10.2763
6/5/2008,15,11.5457
6/5/2008,16,12.7969
6/5/2008,17,13.4234
6/5/2008,18,13.3935
6/5/2008,19,12.7102
6/5/2008,20,11.0211
6/5/2008,21,10.8296
6/5/2008,22,11.6711
6/5/2008,23,11.6106
6/6/2008,0,12.4368
6/6/2008,1,12.5616
6/6/2008,2,12.5113
6/6/2008,3,12.3776
6/6/2008,4,11.6404
6/6/2008,5,11.7701
6/6/2008,6,12.7343
6/6/2008,7,13.1082
6/6/2008,8,14.7763
6/6/2008,9,16.6556
6/6/2008,10,17.7635
6/6/2008,11,19.6195
6/6/2008,12,20.6749
6/6/2008,13,20.8685
6/6/2008,14,21.1702
6/6/2008,15,22.1681
6/6/2008,16,22.5477
6/6/2008,17,22.4714
6/6/2008,18,22.2951
6/6/2008,19,20.6233
6/6/2008,20,16.4328
6/6/2008,21,15.6285
6/6/2008,22,14.6072
6/6/2008,23,14.0732
6/7/2008,0,12.9447
6/7/2008,1,10.0818
6/7/2008,2,8.4984
6/7/2008,3,7.8837
6/7/2008,4,7.8235
6/7/2008,5,7.1128
6/7/2008,6,8.4427
6/7/2008,7,10.4841
6/7/2008,8,11.6379
6/7/2008,9,12.5834
6/7/2008,10,13.3219
6/7/2008,11,14.4833
6/7/2008,12,15.6285
6/7/2008,13,16.7609
6/7/2008,14,17.9776
6/7/2008,15,18.5042
6/7/2008,16,17.7122
6/7/2008,17,17.4415
6/7/2008,18,17.2883
6/7/2008,19,16.4256
6/7/2008,20,12.4502
6/7/2008,21,11.0820
6/7/2008,22,10.5060
6/7/2008,23,10.4989
6/8/2008,0,11.0864
6/8/2008,1,11.4963
6/8/2008,2,11.7558
6/8/2008,3,11.2743
6/8/2008,4,10.7466
6/8/2008,5,10.8901
6/8/2008,6,11.2448
6/8/2008,7,12.2629
6/8/2008,8,13.0270
6/8/2008,9,14.0927
6/8/2008,10,15.3827
6/8/2008,11,15.8941
6/8/2008,12,17.9826
6/8/2008,13,17.9685
6/8/2008,14,19.1333
6/8/2008,15,18.0113
6/8/2008,16,18.3066
6/8/2008,17,17.9182
6/8/2008,18,16.8395
6/8/2008,19,15.4809
6/8/2008,20,14.3873
6/8/2008,21,13.2088
6/8/2008,22,13.2761
6/8/2008,23,12.0528
6/9/2008,0,10.7135
6/9/2008,1,11.0350
6/9/2008,2,11.2172
6/9/2008,3,11.7469
6/9/2008,4,11.2738
6/9/2008,5,10.8039
6/9/2008,6,11.1575
6/9/2008,7,12.5322
6/9/2008,8,13.4979
6/9/2008,9,14.1194
6/9/2008,10,15.2043
6/9/2008,11,16.7505
6/9/2008,12,18.4192
6/9/2008,13,19.1225
6/9/2008,14,20.4859
6/9/2008,15,21.0752
6/9/2008,16,22.3189
6/9/2008,17,22.4248
6/9/2008,18,21.9312
6/9/2008,19,19.3638
6/9/2008,20,16.9462
6/9/2008,21,14.4476
6/9/2008,22,13.7596
6/9/2008,23,13.4465
6/10/2008,0,12.8666
6/10/2008,1,13.6863
6/10/2008,2,13.7251
6/10/2008,3,12.8979
6/10/2008,4,12.3531
6/10/2008,5,11.8924
6/10/2008,6,14.0422
6/10/2008,7,18.4113
6/10/2008,8,22.1431
6/10/2008,9,23.8995
6/10/2008,10,25.2292
6/10/2008,11,27.0747
6/10/2008,12,27.7949
6/10/2008,13,28.7233
6/10/2008,14,28.8478
6/10/2008,15,29.6282
6/10/2008,16,29.7299
6/10/2008,17,29.7416
6/10/2008,18,29.0639
6/10/2008,19,27.3466
6/10/2008,20,25.5943
6/10/2008,21,23.9427
6/10/2008,22,21.6309
6/10/2008,23,19.0012
6/11/2008,0,13.4261
6/11/2008,1,10.6967
6/11/2008,2,7.6336
6/11/2008,3,6.6083
6/11/2008,4,7.5471
6/11/2008,5,8.2469
6/11/2008,6,8.6406
6/11/2008,7,10.0319
6/11/2008,8,11.0632
6/11/2008,9,11.6715
6/11/2008,10,10.3927
6/11/2008,11,11.1609
